,Unnamed: 0,주차장명,도로명주소,완속충전기수,운영시간,"요금(유료=1, 무료=0)",전체충전기수,1시(이용량),3시,5시,7시,9시,11시,13시,15시,17시,19시,21시,23시,cell_xcrd,cell_ycrd
155,155,상현도서관 전기차충전소,경기 용인시 수지구 법조로 232,0,9,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.0742891,37.29996008
156,156,영통로효성해링턴플레이스 102동,경기 용인시 기흥구 서그내로16번길 30,4,24,1,4,2,2,2,2,2,0,1,1,1,1,2,2,127.0703322,37.24549072
157,157,기아비전스퀘어 전기차충전소,경기 용인시 처인구 양지면 남평로326번길 11,4,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,127.3118786,37.22157367
158,158,플랫폼시티아이브오피스텔 전기차충전소,경기 용인시 기흥구 용구대로2360번길 15,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.110283,37.29836313
159,159,용인서부경찰서 전기차충전소,경기 용인시 기흥구 보정동 1290,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.106614,37.30930597
160,160,서농동주민센터 전기차충전소,경기 용인시 기흥구 서천서로 79,0,24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,127.0683832,37.23797804
161,161,양우내안애에듀퍼스트 전기차충전소,경기 용인시 처인구 경안천로 196-1,10,24,1,10,5,5,5,5,5,5,5,5,5,5,5,5,127.2211929,37.24918797
162,162,동일하이빌4단지 409동 전기차충전소,경기 용인시 수지구 신봉3로12번길 9 동일하이빌4단지 409동 B2F,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,1,127.0648622,37.33021992
163,163,성동마을LG빌리지6차아파트5 전기차충전소,경기 용인시 수지구 성복2로 158,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.0708408,37.31913154
164,164,이편한세상용인한숲시티3단지 전기차충전소,경기 용인시 처인구 남사읍 한숲로 123,18,14,1,18,14,14,16,16,13,7,5,5,1,1,6,7,127.1720571,37.16014634
165,165,진산마을삼성래미안7차아파트2 전기차충전소,"경기 용인시 수지구 진산로66번길 27 진산마을삼성래미안7차아파트 705동 지하1층 3,4호",3,24,1,3,1,1,1,0,0,0,0,1,0,0,0,0,127.0984108,37.31461827
166,166,신동백서해그랑블2차아파트 전기차충전소,경기 용인시 기흥구 언동로217번길 31,5,24,1,5,1,0,0,0,0,1,0,0,0,0,2,1,127.1473841,37.27936456
167,167,용인평온의숲 전기차충전소,경기 용인시 처인구 이동읍 평온의숲로 77,0,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.2225342,37.11903789
168,168,하우스디동백카바나아파트 전기차충전소,경기 용인시 기흥구 동백죽전대로527번길 34,4,24,1,4,0,0,0,0,0,0,0,1,0,0,3,2,127.1471241,37.28521839
169,169,죽전힐스테이트2차 전기차충전소,경기 용인시 기흥구 죽현로 59-27 지하1층,0,24,1,1,0,0,0,0,0,0,0,0,0,0,1,1,127.1189684,37.31897031
170,170,죽전1동주민센터 전기차충전소,경기 용인시 수지구 죽전동 1070-9,0,9,1,1,0,0,0,0,1,1,1,0,0,0,1,0,127.1138652,37.33109719
171,171,이편한세상용인한숲시티2단지-2 전기차충전소,경기 용인시 처인구 남사읍 한숲로 137,3,24,1,3,2,2,2,1,1,0,0,0,0,0,0,0,127.1739486,37.16135541
172,172,한국 대중불교불이종 동도사 전기차충전소,경기 용인시 처인구 이동읍 어진로 842,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1983431,37.10778149
173,173,만현마을3단지성원상떼빌아파트 전기차충전소,경기 용인시 수지구 만현로67번길 19,5,24,1,5,5,5,5,4,3,1,3,2,0,0,1,3,127.0904049,37.30948741
174,174,흥덕우남퍼스트빌리젠트 전기차충전소,경기 용인시 기흥구 흥덕중앙로105번길 40,0,24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,127.0821832,37.28089197
175,175,기흥파크뷰2 전기차충전소,경기 용인시 기흥구 기흥로116번길 60,3,24,1,3,1,1,0,0,0,0,0,0,0,0,1,2,127.1204792,37.28753624
176,176,교동동양파라곤 전기차충전소,경기 용인시 기흥구 마북로 140,5,24,1,5,0,0,0,0,0,0,1,1,1,1,1,1,127.1227444,37.30160234
177,177,한보라마을휴먼시아5단지 1주차장,경기 용인시 기흥구 한보라1로43번길 22,3,24,1,3,1,1,1,1,0,0,0,0,0,0,1,1,127.1107225,37.24912934
178,178,용인휴게소 서창방향 전기차충전소,경기 용인시 처인구 주북로 66-14,0,24,1,2,1,0,0,0,0,1,2,1,1,1,0,0,127.2383059,37.24836239
179,179,리빙파워센터 전기차충전소,경기 용인시 기흥구 신고매로 59 리빙파워센터 주차장 1Fm층 C16,5,24,1,7,1.166666667,1.166666667,1.166666667,1.166666667,1.166666667,1.166666667,1.166666667,1.166666667,0,0,1.166666667,2.333333333,127.1142482,37.22341519
180,180,죽전e편한세상 전기차충전소,경기 용인시 수지구 대지로 148,2,24,1,2,0,0,0,0,0,0,0,0,0,0,1,0,127.1258066,37.32857914
181,181,용인시 신동백동도센트리움 전기차충전소,경기 용인시 기흥구 언동로 207 102동 B1,4,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.1438655,37.27754608
182,182,동부도서관 전기차충전소,경기 용인시 처인구 명지로 27,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.1904024,37.23348159
183,183,양지포레스토리 전기차충전소,경기 용인시 처인구 양지면 은이로 85,2,24,1,2,0,0,0,0,0,2,2,0,0,0,0,2,127.2787308,37.22379792
184,184,동백동일하이빌아파트 전기차충전소,경기 용인시 기흥구 동백중앙로 310,4,24,1,5,0,0,0,0,-1,-1,-1,-1,-1,-1,2,2,127.1564567,37.27916514
185,185,기흥동행정복지센터 전기차충전소,경기 용인시 기흥구 고매로43번길 12-14,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1155323,37.23152688
186,186,만현마을8단지두산위브아파트804동,경기 용인시 수지구 만현로 127,3,24,1,3,1,2,1,1,0,0,0,0,0,0,3,3,127.0877119,37.3045669
187,187,경기도 용인시 처인구 동부로 19 (저압수용가),경기 용인시 처인구 동부로 19,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2140819,37.23142768
188,188,수지구청 전기차충전소,경기 용인시 수지구 포은대로 435,0,24,1,2,0,0,0,2,0,1,0,1,2,2,0,0,127.0978219,37.32225475
189,189,민속마을쌍용아파트6 전기차충전소,경기 용인시 기흥구 사은로126번길 10 지하2층,2,24,1,2,1,1,1,0,0,0,0,0,1,1,0,0,127.1175604,37.25168658
190,190,용인두보아파트 전기차충전소,경기 용인시 처인구 금령로173번길 14,2,24,1,2,0,0,0,0,0,0,0,0,0,0,1,0,127.2169195,37.23542928
191,191,성동마을수지자이1차아파트2 전기차충전소,경기 용인시 수지구 성복2로 174,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.0689812,37.32150244
192,192,양우내안에에듀퍼스트5 전기차충전소,경기 용인시 처인구 경안천로 196-1 217동,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.2211929,37.24918797
193,193,죽전4차1단지현대홈타운 전기차충전소,경기 용인시 수지구 푸른솔로 55 지하주차장,3,24,1,3,3,3,3,3,1.5,1.5,0,0,0,0,3,3,127.1167814,37.32578528
194,194,현암마을동성2차아파트 전기차충전소,경기 용인시 수지구 용구대로 2720,8,24,1,8,3,3,3,3,0,0,0,0,1,1,5,5,127.1093569,37.32894482
195,195,영통빌리지 전기차충전소,경기 용인시 기흥구 중부대로55번길 11,6,24,1,6,3.6,3.6,3.6,2.4,0,0,0,0,0,0,2.4,3.6,127.0760228,37.26817375
196,196,연원마을벽산아파트2 전기차충전소,경기 용인시 기흥구 연원로42번길 2,0,24,1,1,1,1,1,1,1,0,1,1,0,0,1,1,127.1113789,37.30044197
197,197,용인시 처인구 마평우성아파트 전기차충전소,경기 용인시 처인구 금령로173번길 5 103동 지하1층 주차장,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.2153432,37.23516356
198,198,용인 중앙동행정복지센터 전기차충전소,경기 용인시 처인구 김량장동 303-14,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2052456,37.23408104
199,199,경기용인 신봉동부센트레빌6단지 208동,경기 용인시 수지구 신봉1로 216,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,1,127.0649217,37.33318203
200,200,초당마을삼부르네상스아파트 전기차충전소,경기 용인시 기흥구 동백1로 9,4,24,1,4,3,3,3,3,2,2,1,0,2,2,4,4,127.1575924,37.26474762
201,201,삼성물산리조트지원센터 전기차충전소,경기 용인시 처인구 포곡읍 에버랜드로 199,5,24,1,5,0,0,0,0,0,0,0,0,0,0,0,0,127.202128,37.2940667
203,203,광교상현꿈에그린 전기차충전소,경기 용인시 수지구 수지로 17 104동 지하1층,5,24,1,5,3,3,3,3,2,2,2,2,5,5,2,2,127.0726178,37.30658283
204,204,강남앤플러스 전기차충전소,경기 용인시 기흥구 강남로 3,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1261326,37.27105025
205,205,포곡읍행정복지센터 전기차충전소,경기 용인시 처인구 포곡읍 포곡로 258,0,24,1,2,0,0,0,0,0,0,1,1,0,0,0,0,127.2308231,37.27781781
206,206,이브이세상 전기차충전소,경기 용인시 처인구 모현읍 모산로 43,2,24,1,2,0,0,0,0,0,0,0,0,0,0,1,1,127.2555709,37.34803298
207,207,성복힐스테이트1차 전기차충전소,경기 용인시 수지구 성복1로 91,0,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.0697152,37.31473489
208,208,용인모현스위첸아파트 전기차충전소,경기 용인시 처인구 모현읍 외대로54번길 12,20,18,1,25,2,2,2,0,0,0,1,1,1,1,2,3,127.2540268,37.33434671
209,209,용인축구센터 전기차충전소,경기 용인시 처인구 원삼면 보개원삼로 1752,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.3193171,37.1539468
210,210,청덕마을광도와이드빌아파트 전기차충전소,경기 용인시 기흥구 언동로71번길 64,3,24,1,3,1,0,0,0,1,0,0,0,0,0,0,0,127.1460489,37.28821179
211,211,진산마을삼성래미안7차아파트1 전기차충전소,경기 용인시 수지구 진산로66번길 27,3,24,1,3,1,0,0,0,0,0,0,0,0,0,0,1,127.0984108,37.31461827
212,212,대륙 전기차충전소,경기 용인시 처인구 포곡읍 포곡로234번길 22-9,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.2297744,37.27502275
214,214,금학공영주차장 전기차충전소,경기 용인시 처인구 용문로 140,0,24,1,2,0,1,2,0,0,2,0,1,0,0,2,2,127.201254,37.23613047
215,215,영덕1동주민센터 전기차충전소,경기 용인시 기흥구 흥덕2로118번길 2,0,9,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.0745334,37.27782133
216,216,상현엘지자이아파트 전기차충전소,경기 용인시 수지구 만현로133번길 33 902동 지하B1주차장 64-65기둥 사이,3,24,1,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,127.0907929,37.30478669
217,217,용인시 수진마을2단지 현대효성아파트,경기 용인시 수지구 손곡로 54,2,24,1,2,1,1,1,1,1,1,1,1,0,0,1,1,127.0970667,37.3374438
218,218,경희마크329 전기차충전소,경기 용인시 기흥구 서천로127번길 11-5,4,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,127.073401,37.23677539
219,219,유림동주민센터 전기차충전소,경기 용인시 처인구 백옥대로 1315,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.21205,37.25285779
220,220,EV충전소 SK톨게이트주유소 (ev Most),경기 용인시 처인구 백옥대로 1410,0,15,1,1,0,0,0,0,1,0,0,0,1,1,0,1,127.2130945,37.26088474
221,221,보정한화꿈에그린아파트 전기차충전소,경기 용인시 기흥구 구교동로 17 지하2층 연두색기둥 28,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.1067689,37.3067668
222,222,명지대학교 자연캠퍼스 전기차충전소,경기 용인시 처인구 명지로 116,6,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,127.1901837,37.22180726
223,223,고등기술연구원연구조합 전기차충전소,경기 용인시 처인구 백암면 고안로51번길 175-28,6,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,127.4142428,37.14737991
224,224,경기용인 엘지빌리지5차3 전기차충전소,경기 용인시 수지구 신봉1로 110 506~507동 2주차장 지하1층 39기둥,3,24,1,3,0,0,0,0,0,0,0,2,1,1,1,2,127.0741122,37.32783341
225,225,용화마을태영데시앙2단지아파트 전기차충전소,경기 용인시 기흥구 구성로 44-5,3,24,1,3,1,1,0,0,0,0,0,0,0,0,1,2,127.1153428,37.29415047
226,226,물푸레마을호반베르디움8단지 전기차충전소,경기 용인시 기흥구 구성로 411 804동 지하2층,3,24,1,3,0,0,0,0,0,0,0,0,0,0,1,0,127.1535938,37.29292539
227,227,신봉마을동일하이빌3단지아파트3,경기 용인시 수지구 신봉3로 25,3,24,1,3,2,2,2,2,0,1,1,0,0,0,1,2,127.064895,37.32656198
228,228,용인세브란스병원 전기차충전소,경기 용인시 기흥구 동백죽전대로 363,5,24,1,7,0,0,0,0,1,0,0,0,0,0,2,0,127.1482857,37.27069822
229,229,동용인지사 전기차충전소,경기 용인시 처인구 금령로78번길 5,0,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.205457,37.23467951
230,230,스프링카운티자이 전기차충전소,경기 용인시 기흥구 동백죽전대로 333,20,9,1,25,1,1,1,1,1,0,0,0,2,2,2,1,127.1506994,37.26934091
231,231,롯데마트 신갈점 전기차충전소,경기 용인시 기흥구 중부대로 375 지하2층 10,0,24,1,3,0,0,0,0,0,0,0,0,1,1,1,1,127.1078594,37.27199089
232,232,삼천리 에버랜드 복합충전소(완속),경기 용인시 처인구 포곡읍 곡현로 74,2,24,1,2,1,2,2,2,1,2,2,2,2,2,1,0,127.2226093,37.29327236
233,233,명가코다리찜 전기차충전소,경기 용인시 처인구 포곡읍 포곡로272번길 19-6,2,24,1,2,1,1,1,1,1,1,1,1,0,0,1,1,127.2323835,37.27737973
234,234,유니버스트윈1차오피스텔 전기차충전소,경기 용인시 처인구 명지로40번길 15-9,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1867456,37.23161306
235,235,용인김량장동현대아파트 전기차충전소,경기 용인시 처인구 백옥대로1068번길 12,3,24,1,3,1,0,0,0,0,0,0,0,0,0,0,0,127.2117529,37.22929909
236,236,양우내안에 에듀퍼스트6 전기차충전소,경기 용인시 처인구 경안천로 196-1 휘트니스,3,24,1,3,0,0,0,0,0,0,1,0,0,0,3,2,127.2211929,37.24918797
237,237,보정동주민센터 전기차충전소,경기 용인시 기흥구 보정동 1264,0,24,1,2,1,1,1,1,1,2,2,2,2,2,0,0,127.1131367,37.32013989
239,239,삼성쉐르빌아파트 전기차충전소,경기 용인시 처인구 포곡읍 포곡로 159 103동 지하 2층 A20번기둥 부근,6,24,1,6,6,6,6,6,3,3,2,2,1,1,3,3,127.2207903,37.27392157
240,240,꽃메마을아이파크2차아파트 전기차충전소,경기 용인시 수지구 죽전로 121,5,24,1,5,5,5,5,4,2,2,3,1,0,0,3,3,127.1203051,37.32366199
241,241,메종블루아아파트 105동 전기차충전소,경기 용인시 기흥구 동탄기흥로785번길 38,0,24,1,1,0,0,0,0,0,0,0,1,0,0,1,1,127.0975046,37.22825355
242,242,㈜한화시스템 전기차충전소,경기 용인시 처인구 남사읍 경기동로 491-23,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.1795822,37.1434847
243,243,보라마을현대모닝사이드2차아파트,경기 용인시 기흥구 용구대로 1842,8,24,1,8,4,5,4,5,1,1,0,1,0,0,3,3,127.1057299,37.25221322
244,244,풍덕천1동주민센터 전기차충전소,경기 용인시 수지구 수지로342번길 3,0,9,1,1,0,0,0,0,0,0,0,0,1,1,1,0,127.0950287,37.32795741
245,245,서원마을3단지아이파크303동 전기차충전소,경기 용인시 수지구 포은대로 219,3,24,1,3,0,0,0,0,0,0,0,0,0,0,1,1,127.0800314,37.3079233
246,246,서그내빌 전기차충전소,경기 용인시 기흥구 서그내로53번길 44,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0696183,37.2406919
247,247,기흥ICT밸리 SK V1 전기차충전소,경기 용인시 기흥구 기흥로 58-1,4,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,127.1193559,37.28002299
248,248,고림2차양우내안애에듀퍼스트아파트,경기 용인시 처인구 경안천로 196-1,10,24,1,10,5,5,5,5,5,5,5,5,5,5,5,5,127.2211929,37.24918797
249,249,용인삼환나우빌 102동 전기차충전소,경기 용인시 처인구 중부대로 1348 102동 지하 A11,2,24,1,2,1,1,1,0,0,0,0,0,0,0,1,1,127.1939931,37.23473714
250,250,한숲스퀘어옐로우 전기차충전소,경기 용인시 처인구 남사읍 한숲로 45 지하1층 관리사무소 앞,0,24,1,1,1,1,1,1,0,0,0,0,1,1,0,0,127.1700463,37.15281914
251,251,자봉마을써니밸리아파트2 전기차충전소,경기 용인시 기흥구 사은로 274-22,3,24,1,3,2,1,0,0,1,1,0,1,0,0,0,1,127.1342596,37.2507075
252,252,스파팰리스리가아파트1 전기차충전소,경기 용인시 기흥구 언남로 5,3,24,1,3,1,1,1,0,0,0,0,0,1,1,1,1,127.1239793,37.29297228
253,253,성산마을서해그랑블 3104동 전기차충전소,경기 용인시 기흥구 동백4로 26,3,24,1,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,127.1554627,37.27151139
254,254,코스트코 공세점 전기차충전소,경기 용인시 기흥구 탑실로 38 옥상주차장,14,12,1,14,7,7,7,7,7,7,7,7,7,7,7,7,127.1090244,37.23827198
255,255,효성해링턴플레이스 전기차충전소,경기 용인시 수지구 용구대로 2750 지하4층 주차장,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,1,127.1094774,37.33124865
256,256,수지벽산1단지아파트2 전기차충전소,경기 용인시 수지구 용구대로2771번길 68 P2주차장,2,24,1,2,0,0,0,0,0,1,0,0,0,0,0,1,127.1068422,37.33641369
257,257,성복역롯데캐슬골드타운 전기차충전소,경기 용인시 수지구 성복2로 10,5,24,1,5,5,5,5,5,4,3,2,2,2,2,4,5,127.0831064,37.31126483
258,258,에스테크 조명연구소 전기차충전소,경기 용인시 처인구 백암면 삼백로785번길 18,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.3690711,37.14100887
259,259,용인호수청구아파트 전기차충전소,경기 용인시 기흥구 공세로 226 주차장,3,24,1,3,3,2,0,0,0,0,0,0,0,0,1,1,127.1025629,37.24002902
260,260,성산마을서해그랑블 3109동 전기차충전소,경기 용인시 기흥구 동백4로 26,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.1554627,37.27151139
261,261,광교푸르지오시티1단지 전기차충전소,경기 용인시 수지구 광교중앙로295번길 21,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.0683911,37.29800289
262,262,e편한세상시티수지아파트 전기차충전소,경기 용인시 수지구 포은대로313번길 7-10,2,24,1,2,1,1,1,0,-1,0,-1,-1,-1,-1,-1,-1,127.08389,37.31669481
263,263,상갈동주민센터 전기차충전소,경기 용인시 기흥구 상갈로 2,0,9,1,1,1,1,0,0,0,0,0,1,1,1,0,0,127.1076939,37.26657957
264,264,꽃메마을현대홈타운 전기차충전소,경기 용인시 수지구 푸른솔로 56,3,24,1,3,2,0,0,0,0,0,0,0,1,1,2,1,127.1160131,37.32476445
265,265,용인 성현마을광명샤인빌 전기차충전소,경기 용인시 수지구 디지털벨리로 5,2,24,1,2,1,1,2,1,0,0,0,0,0,0,0,1,127.131857,37.32803626
268,268,신갈현대아파트 전기차충전소,경기 용인시 기흥구 용구대로 2242,3,24,1,3,1,1,1,1,1,1,0,0,0,0,1,1,127.1080907,37.28663347
269,269,임원마을영화1차 2 전기차충전소,경기 용인시 처인구 경안천로256번길 47-16,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,1,127.2268275,37.25347817
270,270,LG빌리지6차아파트608동 전기차충전소,경기 용인시 수지구 성복2로 158,2,24,1,2,0,0,0,0,0,0,0,1,0,0,0,0,127.0708408,37.31913154
271,271,신촌마을포스홈타운1단지아파트 전기차충전소,경기 용인시 기흥구 용구대로2518번길 15,10,24,1,10,1,0,0,0,1,1,2,2,1,1,2,3,127.1093149,37.31299711
272,272,신한은행 연수원 전기차충전소,경기 용인시 기흥구 기흥단지로158번길 11,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.115817,37.2260431
273,273,이마트 보라점 전기차충전소,경기 용인시 기흥구 한보라1로 92 본관4층 F구역,2,13,1,2,0,0,0,0,1,1,0,0,0,0,0,0,127.1050892,37.24753107
274,274,기흥역 롯데캐슬레이시티오피스텔 관리단,경기 용인시 기흥구 기흥역로 9,2,24,1,2,0,0,0,0,1,1,0,0,0,0,1,0,127.1153373,37.27482184
275,275,서홍마을한화꿈에그린아파트 전기차충전소,경기 용인시 수지구 신봉1로48번길 32,0,24,1,2,0,0,0,0,0,0,0,0,0,0,1,1,127.0818556,37.32348192
276,276,주식회사태화정보통신 전기차충전소,경기 용인시 처인구 남사읍 천덕산로74번길 47,2,24,1,2,0,0,0,0,0,0,0,0,1,1,0,0,127.1153845,37.11065786
277,277,용인시청소년수련원 전기차충전소,경기 용인시 처인구 양지면 죽양대로2071번길 50,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.3136233,37.21442476
278,278,대지마을중앙하이츠빌 전기차충전소,경기 용인시 수지구 현암로63번길 2,2,24,1,2,1,1,1,0,0,0,0,0,0,0,0,0,127.1170231,37.33209461
279,279,경기용인 금전마을리슈빌아파트 전기차충전소,경기 용인시 처인구 포곡읍 둔전로 15,2,9,1,2,0,0,0,1,1,1,1,1,1,1,0,0,127.2154804,37.26679116
280,280,동백아펠바움3차 전기차충전소,경기 용인시 기흥구 동백2로32번길 7-35,0,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,127.1587769,37.26733878
281,281,수지건영아파트 전기차충전소,경기 용인시 수지구 수풍로23번길 25,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,1,127.0863587,37.32701464
282,282,이스트팰리스3단지 1312동 전기차충전소,경기 용인시 수지구 동천로135번길 21 1312동 지하E2 014,3,24,1,3,3,3,3,3,2,0,0,0,0,0,2,3,127.0874245,37.33402929
283,283,동백동일하이빌아파트1 전기차충전소,경기 용인시 기흥구 동백중앙로 312 D주차장,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1582214,37.27956988
285,285,경기용인 꽃메마을극동스타클래스아파트,경기 용인시 수지구 죽전로 116,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.1218478,37.32290021
286,286,기흥삼성래미안1차아파트 전기차충전소,경기 용인시 기흥구 용구대로2394번길 27,21,24,0,21,5.6,3.9375,14,14,14,14,14,14,7,7,14,14,127.1134633,37.30039178
287,287,아르피아스포츠센터 전기차충전소,경기 용인시 수지구 포은대로 499,2,24,1,2,0,0,0,0,0,0,2,1,0,0,0,0,127.1047625,37.32561804
288,288,래미안이스트팰리스1단지1 전기차충전소,경기 용인시 수지구 동천로153번길 7,3,24,1,3,3,3,2,2,2,3,1,0,1,1,0,0,127.0873582,37.33630417
289,289,행정타운늘푸른오스카빌아파트3단지,경기 용인시 처인구 중부대로1158번길 12 301동 앞 B1F,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.1705509,37.23761151
290,290,교동마을마북2차 대림e편한세상아파트,경기 용인시 기흥구 마북로 218,5,24,1,5,0,0,0,0,0,0,0,0,0,0,1,0,127.1289046,37.30734963
291,291,용인시 농산물종합가공지원센터 전기차충전소,경기 용인시 처인구 원삼면 내동로 61,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.2986541,37.17353859
292,292,용인구성휴먼시아물푸레마을325동,경기 용인시 기흥구 구성3로 65 지하,5,24,1,5,3,3,2,0,0,1,1,1,1,1,3,3,127.149442,37.29988175
294,294,웰메이드시티337 전기차충전소,경기 용인시 처인구 금령로106번길 14-8,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.2072433,37.23458377
295,295,용인시민체육공원 전기차충전소,경기 용인시 처인구 동백죽전대로 61,0,12,1,4,0,0,0,0,1,0,1,1,1,1,0,0,127.165158,37.24963097
296,296,용인우체국 전기차충전소,경기 용인시 처인구 중부대로1161번길 73,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,127.1806425,37.24200401
297,297,이동읍화산C.C 전기차충전소,경기 용인시 처인구 이동읍 화산로 239,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2322762,37.14797819
298,298,송전휴게소 전기차충전소,경기 용인시 처인구 이동읍 남북대로 2616,0,24,1,1,0,0,0,0,1,0,1,0,0,0,0,0,127.2056288,37.14060521
299,299,해든마을동문굿모닝힐 전기차충전소,경기 용인시 기흥구 동백죽전대로 455-10,13,24,1,13,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,127.1514316,37.27977708
300,300,용인광교2차푸르지오시티C동 전기차충전소,경기 용인시 수지구 광교중앙로 305,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.0687895,37.29733706
301,301,푸른마을푸르지오아파트 전기차충전소,경기 용인시 수지구 성복2로76번길 31,5,24,1,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,127.0797163,37.31567673
302,302,용인수지신정마을9단지주공아파트 909동,경기 용인시 수지구 풍덕천로 76,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.090878,37.31997473
303,303,용인처인성역사교육관 전기차충전소,경기 용인시 처인구 남사읍 처인성로 673,0,12,1,1,1,1,1,1,1,0,0,0,1,1,1,0,127.1700454,37.14842098
304,304,대한불교조계종법륜사 전기차충전소,경기 용인시 처인구 원삼면 농촌파크로 126 야외주차장,2,24,1,2,1,0,0,0,0,0,0,0,0,0,0,0,127.2985046,37.16964011
305,305,삼성인력개발원 창조관 전기차충전소,경기 용인시 처인구 포곡읍 에버랜드로562번길 10-16,0,24,1,3,0,0,0,0,0,1.5,1.5,0,0,0,0,0,127.1973314,37.29723454
306,306,버들치마을힐스테이트2차아파트 전기차충전소,경기 용인시 수지구 성복1로164번길 13,21,24,1,21,11,12,13,12,8,4,4,6,1,1,8,11,127.0642988,37.31832272
307,307,금화마을 주공3단지 전기차충전소,"경기 용인시 기흥구 금화로11번길 10 입구주차장,307동 입구 2기계실, 309동 입구 4기계실옆",9,24,1,9,1.125,0,1.125,1.125,2.25,2.25,2.25,2.25,1.125,1.125,1.125,1.125,127.1072193,37.26246278
308,308,서천마을4단지 전기차충전소,경기 용인시 기흥구 서천동로 60,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.0750958,37.23555106
309,309,초원마을성원상떼빌 전기차충전소,경기 용인시 기흥구 기흥로116번길 100,12,24,1,12,1,1,1,1,2,0,1,0,0,0,2,1,127.1256933,37.28937542
310,310,용인시 원천마을푸르지오아파트 전기차충전소,경기 용인시 수지구 고기로 3,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1012081,37.34235851
